director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,movie_site
Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,Action Drama Fantasy Mystery Thriller,left behind,4.2,https://www.imdb.com/title/tt2467046/
Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,Comedy Drama Romance,the family stone,6.2,https://www.imdb.com/title/tt0356680/
Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,Comedy Drama,barbershop 2: back in business,5.8,https://www.imdb.com/title/tt0337579/
Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein,Comedy Crime Drama,bad santa,6.5,https://www.imdb.com/title/tt0307987/
Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,Comedy Crime,austin powers: international man of mystery,6.5,https://www.imdb.com/title/tt0118655/
Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,Comedy Family Romance,my big fat greek wedding 2,5.9,https://www.imdb.com/title/tt3760922/
David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,Comedy Family,diary of a wimpy kid: rodrick rules,6.5,https://www.imdb.com/title/tt1650043/
John McTiernan,Shane Black,Bill Duke,Carl Weathers,Action Horror Sci-Fi,predator,5.5,https://www.imdb.com/title/tt3829266/
Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,Biography Drama History Music,amadeus,8,https://www.imdb.com/title/tt0086879/
Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,Horror Mystery,prom night,5.1,https://www.imdb.com/title/tt0926129/
Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,Comedy,mean girls,7.1,https://www.imdb.com/title/tt0377092/
Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,Comedy Drama Romance,under the tuscan sun,6.8,https://www.imdb.com/title/tt0328589/
Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,Drama Mystery,gosford park,6.9,https://www.imdb.com/title/tt0280707/
Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen,Comedy Drama Fantasy Romance,peggy sue got married,6.2,https://www.imdb.com/title/tt0091738/
Alejandro G. Iýýýýýýýýýýýýýýýýrritu,Emma Stone,Naomi Watts,Merritt Wever,Comedy Drama Romance,birdman or (the unexpected virtue of ignorance),7.5,https://www.imdb.com/title/tt2562232/
Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,Drama,blue jasmine,7,https://www.imdb.com/title/tt2334873/
Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,Drama History Thriller,united 93,7.1,https://www.imdb.com/title/tt0475276/
Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller,Drama Music Romance,honey,6.3,https://www.imdb.com/title/tt0322589/
Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,Action Comedy,spy hard,5.2,https://www.imdb.com/title/tt0117723/
John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,Fantasy Horror,the fog,4.3,https://www.imdb.com/title/tt0080749/
Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson,Biography Drama Family Sport,soul surfer,7,https://www.imdb.com/title/tt1596346/
Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,Comedy Drama War,catch-22,6.8,https://www.imdb.com/title/tt5056196/
Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,Comedy Crime Drama,observe and report,5.4,https://www.imdb.com/title/tt1197628/
Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,Action Adventure Fantasy,conan the destroyer,6.1,https://www.imdb.com/title/tt0087078/
Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,Biography Drama Sport,raging bull,8,https://www.imdb.com/title/tt0081398/
Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,Drama Romance,love happens,5.9,https://www.imdb.com/title/tt0899106/
Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,Adventure Fantasy Mystery Thriller,young sherlock holmes,6.8,https://www.imdb.com/title/tt0090357/
Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,Comedy Drama Musical Romance,fame,5.7,https://www.imdb.com/title/tt0080716/
Danny Boyle,James Franco,Treat Williams,Kate Burton,Adventure Biography Drama Thriller,127 hours,7,https://www.imdb.com/title/tt1542344/
Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport,Comedy Crime,small time crooks,6.5,https://www.imdb.com/title/tt0196216/
Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,Drama Music Romance,center stage,7,https://www.imdb.com/title/tt0210616/
Jessie Nelson,Olivia Wilde,Alex Borstein,Timothýýýýýýýýe Chalamet,Comedy,love the coopers,6,https://www.imdb.com/title/tt2279339/
Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,Comedy Crime,catch that kid,5.6,https://www.imdb.com/title/tt0337917/
Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,Drama,life as a house,7.2,https://www.imdb.com/title/tt0264796/
Danny Boyle,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,Biography Drama,steve jobs,6.8,https://www.imdb.com/title/tt2080374/
Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,Comedy Romance,"i love you, beth cooper",5.7,https://www.imdb.com/title/tt1032815/
Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard,Comedy Drama Romance,youth in revolt,6.2,https://www.imdb.com/title/tt0403702/
William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,Action Adventure Western,the legend of the lone ranger,4.3,https://www.imdb.com/title/tt0082648/
John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,Drama Thriller,the tailor of panama,6.1,https://www.imdb.com/title/tt0236784/
Brian De Palma,Nancy Allen,Dennis Franz,John McMartin,Mystery Thriller,blow out,7.3,https://www.imdb.com/title/tt0082085/
Courtney Solomon,Rebecca Budig,Paul Freeman,Bruce Payne,Action Crime Thriller,getaway,5.1,https://www.imdb.com/title/tt0109890/
Ang Lee,Joan Allen,Kate Burton,Henry Czerny,Drama,the ice storm,7,https://www.imdb.com/title/tt0119349/
Rob Reiner,Yaya DaCosta,Annie Parisse,Frankie Valli,Comedy Drama Romance,and so it goes,6,https://www.imdb.com/title/tt2465146/
Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,Adventure Comedy,troop beverly hills,5.6,https://www.imdb.com/title/tt0098519/
Istvýýýýýýýýn Szabýýýýýýýý,Miriam Margolyes,Shaun Evans,Juliet Stevenson,Comedy Drama Romance,being julia,6.4,https://www.imdb.com/title/tt0340012/
Adrian Lyne,David Margulies,Karen Young,Kim Chan,Drama Romance,9ýýýýýýýý weeks,5.5,https://www.imdb.com/title/tt0091635/
Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,Action Adventure Fantasy,dragonslayer,6.4,https://www.imdb.com/title/tt0082288/
Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,Biography Drama Romance,the last station,6.5,https://www.imdb.com/title/tt0824758/
Tim Burton,Johnny Depp,Bill Murray,Martin Landau,Biography Comedy Drama,ed wood,7.5,https://www.imdb.com/title/tt0109707/
Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith,Drama,labor day,6.9,https://www.imdb.com/title/tt1967545/
Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,Adventure Biography Drama History War,mongol: the rise of genghis khan,6.7,https://www.imdb.com/title/tt0416044/
Guy Ritchie,Tom Hardy,Gerard Butler,Tom Wilkinson,Action Crime Thriller,rocknrolla,6.9,https://www.imdb.com/title/tt1032755/
Hal Needham,Barry Bostwick,Michael Beck,Henry Silva,Action Sci-Fi,megaforce,3.6,https://www.imdb.com/title/tt0084316/
Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,hamlet,6.7,https://www.imdb.com/title/tt0116477/
Bruce Beresford,Bruce Greenwood,Suzie Steen,Aden Young,Biography Drama Music Romance,mao's last dancer,6.9,https://www.imdb.com/title/tt1071812/
Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks,Adventure Drama Sci-Fi Thriller,midnight special,6.2,https://www.imdb.com/title/tt2649554/
Woody Allen,Woody Allen,Stockard Channing,Fisher Stevens,Comedy Romance,anything else,6.2,https://www.imdb.com/title/tt0313792/
Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Sam Reid,Biography Drama Romance War,the railway man,6.9,https://www.imdb.com/title/tt2058107/
Michael Haneke,Ulrich Tukur,Burghart Klauýýýýýýýýner,Leonie Benesch,Drama Mystery,the white ribbon,7.5,https://www.imdb.com/title/tt1149362/
Zack Ward,Zack Ward,Anna Harr,James Cullen Bressack,Horror,restoration,6.4,https://www.imdb.com/title/tt0114272/
Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,Action Horror Romance Sci-Fi Thriller,the wraith,6.4,https://www.imdb.com/title/tt0092240/
D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia,Crime Drama Mystery Thriller,the salton sea,6.7,https://www.imdb.com/title/tt0235737/
Nimrýýýýýýýýd Antal,James Hetfield,Mackenzie Gray,Lars Ulrich,Music,metallica through the never,6.7,https://www.imdb.com/title/tt2172935/
Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci,Crime Drama Thriller,the informers,4.6,https://www.imdb.com/title/tt0865554/
Tran Anh Hung,Takuya Kimura,Simýýýýýýýýn Andreu,Shawn Yue,Thriller,i come with the rain,5.8,https://www.imdb.com/title/tt1024744/
Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,Action Drama History Romance War Western,one man's hero,9.5,https://www.imdb.com/title/tt0120775/
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,Horror,day of the dead,4.1,https://www.imdb.com/title/tt0088993/
Chuck Russell,Sam Trammell,Rebecca De Mornay,Amanda Schull,Action Crime Drama Thriller,i am wrath,5.4,https://www.imdb.com/title/tt3212232/
Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,Action Animation Sci-Fi Thriller,renaissance,6.6,https://www.imdb.com/title/tt0386741/
Richard Fleischer,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,Action Adventure Fantasy,red sonja,5.3,https://www.imdb.com/title/tt0089893/
Rodrigo Cortýýýýýýýýs,Robert De Niro,Toby Jones,Craig Roberts,Drama Horror Mystery Thriller,red lights,6.1,https://www.imdb.com/title/tt1748179/
Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan,Comedy,superbad,7.1,https://www.imdb.com/title/tt0829482/
Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,Comedy Crime Drama,madea goes to jail,6.4,https://www.imdb.com/title/tt1142800/
David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,Action Horror,wolves,5.2,https://www.imdb.com/title/tt1403241/
Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado,Drama Music Musical Romance,step up 2: the streets,6.7,https://www.imdb.com/title/tt1023481/
Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,Action Animation Comedy Crime Family,hoodwinked!,6.1,https://www.imdb.com/title/tt0443536/
Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,Drama History War,hotel rwanda,7.7,https://www.imdb.com/title/tt0395169/
Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,Action Crime Drama Thriller,hitman,6,https://www.imdb.com/title/tt0465494/
Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,Drama Family Music Musical,black nativity,5.7,https://www.imdb.com/title/tt1425922/
Brian A Miller,Bruce Willis,50 Cent,Jessica Lowndes,Action Thriller,the prince,4.8,https://www.imdb.com/title/tt7945236/
Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,Crime Drama Thriller,city of ghosts,6,https://www.imdb.com/title/tt0164003/
Alejandro Amenýýýýýýýýbar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,Fantasy Horror Thriller,the others,7.6,https://www.imdb.com/title/tt0230600/
James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein,Action Adventure Sci-Fi,aliens,7.9,https://www.imdb.com/title/tt0090605/
George Cukor,Jeremy Brett,Rex Harrison,Theodore Bikel,Drama Family Musical Romance,my fair lady,7.6,https://www.imdb.com/title/tt0058385/
Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,Horror Mystery Thriller,i know what you did last summer,5.9,https://www.imdb.com/title/tt0119345/
Luke Greenfield,Rob Riggle,Damon Wayans Jr.,James D'Arcy,Comedy,let's be cops,6.4,https://www.imdb.com/title/tt1924435/
Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey,Adventure Comedy Drama Romance,sideways,7.1,https://www.imdb.com/title/tt0375063/
Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,Comedy,beerfest,6,https://www.imdb.com/title/tt0486551/
John Hoffman,Liam Aiken,Molly Shannon,Kevin Nealon,Comedy Drama Family Fantasy Sci-Fi,good boy!,7.3,https://www.imdb.com/title/tt0326900/
Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,Comedy Drama,the best man holiday,6.6,https://www.imdb.com/title/tt2083355/
Joe Carnahan,Ryan Reynolds,Common,Alex Rocco,Action Crime Drama Thriller,smokin' aces,6.5,https://www.imdb.com/title/tt0475394/
Michael Lehmann,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,Comedy Romance,40 days and 40 nights,5.4,https://www.imdb.com/title/tt0243736/
John Fortenberry,Will Ferrell,Chris Kattan,Dan Hedaya,Comedy Music Romance,a night at the roxbury,6.5,https://www.imdb.com/title/tt0120770/
Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,Drama Fantasy Romance,beastly,6.3,https://www.imdb.com/title/tt1152398/
Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw,Horror,the hills have eyes,6.4,https://www.imdb.com/title/tt0454841/
Sam Weisman,Kevin Grevioux,Jenna Boyd,Mary McCormack,Comedy,dickie roberts: former child star,5.1,https://www.imdb.com/title/tt0325258/
Niki Caro,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,Biography Drama Sport,"mcfarland, usa",7.3,https://www.imdb.com/title/tt2097298/
Erik White,Brandon T. Jackson,Loretta Devine,Shad Moss,Comedy,lottery ticket,5.6,https://www.imdb.com/title/tt0979434/
Chris Robinson,T.I.,Adam Boyer,Malika,Comedy Crime Drama Music Romance,atl,7.1,https://www.imdb.com/title/tt0466856/
Jason Moore,Anna Kendrick,Hana Mae Lee,Ben Platt,Comedy Music Romance,pitch perfect,6.9,https://www.imdb.com/title/tt1981677/
Michael Tollin,Marc Blucas,Brian Dennehy,Bruce Davison,Comedy Drama Romance Sport,summer catch,5.4,https://www.imdb.com/title/tt0234829/
Sam Raimi,Gary Cole,Bridget Fonda,Chelcie Ross,Crime Drama Thriller,a simple plan,7.1,https://www.imdb.com/title/tt0120324/
Robert Harmon,Alexander Gould,Ethan Embry,Marc Blucas,Horror Mystery Thriller,they,5.2,https://www.imdb.com/title/tt0283632/
Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,Comedy Romance,larry the cable guy: health inspector,3.8,https://www.imdb.com/title/tt0462395/
Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,Adventure Comedy Family Fantasy Musical,the adventures of elmo in grouchland,6.3,https://www.imdb.com/title/tt0159421/
Antoine Fuqua,Don Cheadle,Lili Taylor,Armando Riesco,Crime Drama Thriller,brooklyn's finest,6.3,https://www.imdb.com/title/tt1210042/
Nicholas Ray,Ava Gardner,David Niven,John Ireland,Action Adventure Drama History War,55 days at peking,7.1,https://www.imdb.com/title/tt0056800/
Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,Horror,evil dead,7.3,https://www.imdb.com/title/tt0083907/
Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch,Comedy Romance,my life in ruins,6,https://www.imdb.com/title/tt0865559/
Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,Comedy Music,american dreamz,5,https://www.imdb.com/title/tt0465142/
Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,Action Adventure Family Sci-Fi,superman iv: the quest for peace,4.5,https://www.imdb.com/title/tt0094074/
Ian Iqbal Rashid,DeRay Davis,Clýýýýýýýý Bennett,Conrad Coates,Drama,how she move,4.2,https://www.imdb.com/title/tt0770810/
Wayne Kramer,Paul Walker,Chazz Palminteri,Ivana Milicevic,Action Crime Drama Thriller,running scared,7,https://www.imdb.com/title/tt0404390/
Rowdy Herrington,Aidan Quinn,Jeremy Northam,Paul Freeman,Biography Drama Romance Sport,bobby jones: stroke of genius,5.8,https://www.imdb.com/title/tt0375104/
Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,Adventure Crime Drama Romance,shanghai surprise,3.7,https://www.imdb.com/title/tt0091934/
Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,Drama Mystery Romance Thriller,the illusionist,7.3,https://www.imdb.com/title/tt0443543/
Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,Adventure Horror Thriller,roar,6.1,https://www.imdb.com/title/tt0083001/
Joel Schumacher,Brenda Fricker,David Murray,Gerard McSorley,Biography Crime Drama Thriller,veronica guerin,6.7,https://www.imdb.com/title/tt0312549/
Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Carlos Bardem,Crime Drama Romance Thriller,escobar: paradise lost,6.3,https://www.imdb.com/title/tt2515030/
Richard Kelly,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,Comedy Mystery Sci-Fi Thriller,southland tales,5,https://www.imdb.com/title/tt0405336/
Guillaume Ivernel,Rob Paulsen,Jess Harnell,Mary Mouser,Adventure Animation Family Fantasy,dragon hunters,6.4,https://www.imdb.com/title/tt0944834/
Jack Smight,George Peppard,Jan-Michael Vincent,Paul Winfield,Sci-Fi,damnation alley,5.2,https://www.imdb.com/title/tt0075909/
Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,Horror Thriller,the apparition,4.3,https://www.imdb.com/title/tt1433822/
Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,Comedy Drama Family Romance,my girl,7.3,https://www.imdb.com/title/tt0102492/
Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,Biography Drama Romance,fur: an imaginary portrait of diane arbus,6.2,https://www.imdb.com/title/tt0422295/
Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,Crime Drama,wall street,8,https://www.imdb.com/title/tt0094291/
Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,Drama Romance,sense and sensibility,7.5,https://www.imdb.com/title/tt0114388/
Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,Biography Drama Romance,becoming jane,7.3,https://www.imdb.com/title/tt0416508/
Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,Comedy Romance,sydney white,6.4,https://www.imdb.com/title/tt0815244/
Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,Drama,house of sand and fog,7.1,https://www.imdb.com/title/tt0315983/
Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,Comedy Drama,dead poets society,8.3,https://www.imdb.com/title/tt0097165/
Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,Comedy,dumb & dumber,6.6,https://www.imdb.com/title/tt0109686/
Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,Comedy Drama Romance,when harry met sally...,7.4,https://www.imdb.com/title/tt0098635/
Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,Drama,the verdict,7.5,https://www.imdb.com/title/tt0084855/
Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Comedy,road trip,6.1,https://www.imdb.com/title/tt0215129/
Brian Robbins,Paul Walker,Ron Lester,Mark Walters,Comedy Drama Romance Sport,varsity blues,6.1,https://www.imdb.com/title/tt0139699/
Michel Hazanavicius,Býýýýýýýýrýýýýýýýýnice Bejo,Ed Lauter,Beth Grant,Comedy Drama Romance,the artist,7.4,https://www.imdb.com/title/tt1655442/
David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,Drama Fantasy Horror Mystery Thriller,the unborn,5.2,https://www.imdb.com/title/tt1139668/
Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,Adventure Comedy Drama Romance,moonrise kingdom,7.7,https://www.imdb.com/title/tt1748122/
Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,Horror,the texas chainsaw massacre: the beginning,6,https://www.imdb.com/title/tt0420294/
Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,Drama,the young messiah,5.8,https://www.imdb.com/title/tt1002563/
Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,Comedy Family,the master of disguise,4,https://www.imdb.com/title/tt0295427/
Guillermo del Toro,Ivana Baquero,Maribel Verdýýýýýýýý,Sergi Lýýýýýýýýpez,Drama Fantasy War,pan's labyrinth,7.7,https://www.imdb.com/title/tt0457430/
John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,Action Comedy Crime Family,see spot run,5.1,https://www.imdb.com/title/tt0250720/
John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,Crime Drama Romance Thriller,baby boy,7.2,https://www.imdb.com/title/tt0255819/
Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,Drama Horror Thriller,the roommate,5.4,https://www.imdb.com/title/tt1265990/
Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,Adventure Comedy Drama,joe dirt,5.5,https://www.imdb.com/title/tt0245686/
Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,Action Crime,double impact,6,https://www.imdb.com/title/tt0101764/
Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,Action Comedy Mystery,hot fuzz,7.5,https://www.imdb.com/title/tt0425112/
Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,Comedy Drama,the women,5,https://www.imdb.com/title/tt0430770/
Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,Drama Romance,vicky cristina barcelona,6.8,https://www.imdb.com/title/tt0497465/
Peter Flinth,Gustaf Skarsgýýýýýýýýrd,Michael Nyqvist,Vincent Perez,Action Adventure Drama Romance War,arn: the knight templar,6.2,https://www.imdb.com/title/tt0837106/
Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Comedy Drama Romance,boys and girls,5.9,https://www.imdb.com/title/tt0204175/
Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,Drama,white oleander,7.3,https://www.imdb.com/title/tt0283139/
Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Comedy Fantasy Horror,jennifer's body,5.6,https://www.imdb.com/title/tt1131734/
Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,Comedy Crime Mystery,drowning mona,5.5,https://www.imdb.com/title/tt0186045/
Woody Allen,Mike Starr,Don Pardo,Julie Kavner,Comedy,radio days,7.2,https://www.imdb.com/title/tt0093818/
Allen Coulter,Robert Pattinson,Lena Olin,Ruby Jerins,Drama Romance,remember me,7.1,https://www.imdb.com/title/tt2380307/
Clare Kilner,Dylan Baker,Alexandra Holden,Trent Ford,Comedy Drama Romance,how to deal,5.5,https://www.imdb.com/title/tt0319524/
Richard Benjamin,Jon Lovitz,Alyson Hannigan,Tony Jay,Comedy Romance Sci-Fi,my stepmother is an alien,5.6,https://www.imdb.com/title/tt0095687/
Jonathan Demme,Denzel Washington,Tom Hanks,Jason Robards,Drama,philadelphia,7.8,https://www.imdb.com/title/tt0472954/
Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,Mystery Sci-Fi Thriller,the thirteenth floor,7,https://www.imdb.com/title/tt0139809/
Lance Rivera,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Comedy,the cookout,5,https://www.imdb.com/title/tt0380277/
Ronald Neame,Martin Landau,Karl Malden,Brian Keith,Action Drama Sci-Fi Thriller,meteor,5.3,https://www.imdb.com/title/tt0079550/
Bruce Paltrow,Lochlyn Munro,Marian Seldes,Huey Lewis,Comedy Drama Music,duets,5.8,https://www.imdb.com/title/tt0134630/
Woody Allen,Woody Allen,Debra Messing,Treat Williams,Comedy Romance,hollywood ending,6.6,https://www.imdb.com/title/tt0278823/
Adam Rifkin,Natasha Lyonne,Lin Shaye,Shannon Tweed,Comedy Music,detroit rock city,6.7,https://www.imdb.com/title/tt0165710/
Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,Action Adventure Fantasy,highlander,6.9,https://www.imdb.com/title/tt0091203/
Susanne Bier,Alison Lohman,Omar Benson Miller,Robin Weigert,Drama,things we lost in the fire,6.6,https://www.imdb.com/title/tt0469623/
Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,Action Crime Sci-Fi,steel,5.6,https://www.imdb.com/title/tt0120207/
James Gray,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,Drama Romance,the immigrant,6.3,https://www.imdb.com/title/tt1951181/
James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,Drama History Romance War,the white countess,6.6,https://www.imdb.com/title/tt0384686/
Danny Boyle,Rosario Dawson,Spencer Wilding,Tuppence Middleton,Crime Drama Mystery Thriller,trance,6.6,https://www.imdb.com/title/tt1924429/
Jessy Terrero,Mo'Nique,Snoop Dogg,Tom Arnold,Comedy,soul plane,5.1,https://www.imdb.com/title/tt0367085/
Dany Boon,Dany Boon,Kad Merad,Michel Galabru,Comedy Romance,welcome to the sticks,6.7,https://www.imdb.com/title/tt1064932/
Vicente Amorim,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Drama Romance War,good,6.8,https://www.imdb.com/title/tt0436364/
Gaspar Noýýýýýýýý,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,Drama Fantasy,enter the void,7.4,https://www.imdb.com/title/tt1191111/
Amy Heckerling,Taylor Negron,Justin Kirk,Ivan Sergei,Comedy Horror Romance,vamps,5.3,https://www.imdb.com/title/tt1545106/
Lasse Hallstrýýýýýýýým,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,Drama Family,hachi: a dog's tale,8,https://www.imdb.com/title/tt1028532/
Jýýýýýýýýrýýýýýýýýme Salle,Orlando Bloom,Tanya van Graan,Conrad Kemp,Crime Drama Thriller,zulu,6.8,https://www.imdb.com/title/tt0058777/
Tommy Lee Jones,Barry Corbin,Tim Blake Nelson,Miranda Otto,Drama Western,the homesman,6.5,https://www.imdb.com/title/tt2398231/
Jesse Vaughan,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,Comedy Drama Romance Sport,juwanna mann,5.1,https://www.imdb.com/title/tt0247444/
Atom Egoyan,David Alpay,Marie-Josýýýýýýýýe Croze,Charles Aznavour,Drama War,ararat,6.7,https://www.imdb.com/title/tt0273435/
William Bindley,Bruce Dern,Jake Lloyd,William Shockley,Drama Sport,madison,6.1,https://www.imdb.com/title/tt0206113/
Wayne Beach,Mekhi Phifer,LL Cool J,Fisher Stevens,Drama Mystery Thriller,slow burn,5.3,https://www.imdb.com/title/tt0376196/
Gýýýýýýýýrard Krawczyk,Carole Bouquet,Ryýýýýýýýýko Hirosue,Michel Muller,Action Comedy Crime Drama Thriller,wasabi,6.6,https://www.imdb.com/title/tt0281364/
